# species	aspect:kind,...
archeops	mythical_frosted:texture,mythical_gilded:texture,mythical_jungle:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
zorua	mythical_frosted:texture,mythical_gilded:texture,mythical_ominous:texture,mythical_plasma:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
zoroark	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
deerling	mythical_gingerbread:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sawsbuck	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
emolga	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
frillish	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
jellicent	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
alomomola	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
joltik	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
galvantula	mythical_pixie:texture,mythical_shadow:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
ferroseed	mythical_gilded:texture,mythical_marine:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
ferrothorn	mythical_gilded:texture,mythical_marine:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
klink	mythical_frosted:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
klang	mythical_frosted:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
klinklang	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
elgyem	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
beheeyem	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
litwick	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lampent	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
chandelure	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cubchoo	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
beartic	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cryogonal	mythical_gingerbread:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
golett	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
golurk	mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
bouffalant	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
heatmor	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
durant	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
deino	mythical_gilded:texture,mythical_nebula:texture,mythical_ominous:texture,mythical_pixie:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
zweilous	mythical_gilded:texture,mythical_nebula:texture,mythical_ominous:texture,mythical_pixie:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
hydreigon	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
larvesta	mythical_jungle:texture,mythical_marine:texture,mythical_ominous:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
volcarona	mythical_jungle:texture,mythical_marine:texture,mythical_ominous:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
chespin	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
quilladin	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
chesnaught	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
fennekin	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
braixen	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
delphox	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
froakie	mythical_frosted:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
frogadier	mythical_blazing:texture,mythical_frosted:texture,mythical_gilded:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
greninja	mythical_blazing:texture,mythical_frosted:texture,mythical_gilded:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
bunnelby	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
diggersby	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
fletchling	mythical_jungle:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
fletchinder	mythical_jungle:texture,mythical_nebula:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
talonflame	mythical_jungle:texture,mythical_nebula:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
scatterbug	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
spewpa	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
vivillon	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
flabebe	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
floette	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
florges	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
honedge	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
doublade	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
aegislash	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
skrelp	mythical_sakura:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dragalge	mythical_sakura:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tyrunt	mythical_frosted:texture,mythical_gilded:texture,mythical_jungle:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tyrantrum	mythical_frosted:texture,mythical_gilded:texture,mythical_jungle:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
amaura	mythical_gilded:texture,mythical_nebula:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
aurorus	mythical_gilded:texture,mythical_nebula:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sylveon	mythical_blazing:texture,mythical_error:texture,mythical_gilded:texture,mythical_radioactive:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
carbink	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
goomy	mythical_frosted:texture,mythical_jungle:texture,mythical_marine:texture,mythical_metallic:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sliggoo	mythical_frosted:texture,mythical_jungle:texture,mythical_marine:texture,mythical_metallic:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
goodra	mythical_frosted:texture,mythical_jungle:texture,mythical_marine:texture,mythical_metallic:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
klefki	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
phantump	mythical_sakura:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
trevenant	mythical_sakura:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
pumpkaboo	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gourgeist	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
bergmite	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
avalugg	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
xerneas	mythical_blazing:texture,mythical_jungle:texture,mythical_pixie:texture,mythical_rainbow:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
rowlet	mythical_gilded:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dartrix	mythical_gilded:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
decidueye	mythical_gilded:texture,mythical_rainbow:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
litten	mythical_gilded:texture,mythical_rainbow:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
torracat	mythical_gilded:texture,mythical_rainbow:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
incineroar	mythical_gilded:texture,mythical_rainbow:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
popplio	mythical_gilded:texture,mythical_rainbow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
brionne	mythical_gilded:texture,mythical_rainbow:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
primarina	mythical_gilded:texture,mythical_rainbow:texture,mythical_valentines:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
crabrawler	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
crabominable	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cutiefly	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
ribombee	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
wishiwashi	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
mudbray	mythical_pixie:texture,mythical_radioactive:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
mudsdale	mythical_pixie:texture,mythical_radioactive:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
fomantis	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
lurantis	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
morelull	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
shiinotic	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
salandit	mythical_nebula:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
salazzle	mythical_nebula:texture,mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
stufful	mythical_metallic:texture,mythical_smp_v2:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
bewear	mythical_metallic:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
bounsweet	mythical_easter:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
steenee	mythical_easter:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
tsareena	mythical_easter:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
comfey	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
wimpod	mythical_gilded:texture,mythical_independence_day:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
golisopod	mythical_gilded:texture,mythical_independence_day:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
pyukumuku	mythical_shadow:texture,mythical_spectre:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
komala	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
turtonator	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
mimikyu	mythical_easter:texture,mythical_shadow:texture,mythical_smp_v2:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dhelmise	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
jangmoo	mythical_error:texture,mythical_marine:texture,mythical_metallic:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
hakamoo	mythical_error:texture,mythical_marine:texture,mythical_metallic:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
kommoo	mythical_error:texture,mythical_marine:texture,mythical_metallic:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
poipole	mythical_blazing:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
naganadel	mythical_blazing:texture,mythical_shadow:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
grookey	mythical_gilded:texture,mythical_nebula:texture,mythical_sakura:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
thwackey	mythical_gilded:texture,mythical_nebula:texture,mythical_sakura:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
rillaboom	mythical_gilded:texture,mythical_nebula:texture,mythical_sakura:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
scorbunny	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
raboot	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
cinderace	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sobble	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
drizzile	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
inteleon	mythical_gilded:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
rookidee	mythical_independence_day:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
corvisquire	mythical_independence_day:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
corviknight	mythical_independence_day:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
nickit	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
thievul	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
gossifleur	mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
eldegoss	mythical_sakura:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
wooloo	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
dubwool	mythical_pixie:texture,mythical_rainbow:texture,mythical_shadow:texture,mythical_twilight:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
yamper	mythical_radioactive:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
boltund	mythical_radioactive:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
arrokuda	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
barraskewda	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
sizzlipede	mythical_marine:texture,mythical_smp:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
centiskorch	mythical_marine:texture,mythical_ominous:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
impidimp	mythical_marine:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
morgrem	mythical_marine:texture,mythical_pixie:texture,mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
grimmsnarl	mythical_radiant:shader,mythical_magma:shader,mythical_glitch:shader,mythical_galaxy:shader,mythical_matrix:shader,mythical_firework:shader,mythical_holographic:shader
